marca,linea,modelo,condición,combustible,color,transmisión,único_dueño,tipo_de_vendedor,kilometraje,puertas,precio
Mazda,2,2014,Usado,Gasolina,Gris,Automática,No,Persona Natural,106000,5.0,29700000
Mazda,2,2016,Usado,Gasolina,Gris,Automática Secuencial,No,Persona Natural,76000,5.0,39900000
Kia,Sportage,2012,Usado,Gasolina,Blanco,Mecánica,Sí,Persona Natural,79000,5.0,52000000
Mazda,2,2016,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,83000,5.0,38900000
Kia,Sorento,2012,Usado,Gasolina,Gris,Automática,No,Persona Natural,80657,5.0,45000000
Ford,Ecosport,2016,Usado,Gasolina,Gris,Automática Secuencial,Sí,Persona Natural,40000,4.0,45000000
Kia,Rio,2016,Usado,Gasolina,Negro,Mecánica,No,Persona Natural,39155,5.0,34000000
Hyundai,Santa Fe,2007,Usado,Gasolina,Vinotinto,Automática Secuencial,No,Persona Natural,144000,5.0,26000000
Renault,Otros Modelos,2018,Usado,Diesel,Blanco,Mecánica,Sí,Persona Natural,205000,6.0,85000000
Nissan,Sentra,2011,Usado,Gasolina,Gris,Automática,No,Persona Natural,107000,4.0,14700000
Renault,Logan,2013,Usado,Gasolina y Gas,Gris,Mecánica,No,Persona Natural,140000,4.0,15000000
Renault,R9,1990,Usado,Gasolina,Blanco,Mecánica,Sí,Persona Natural,200000,5.0,3300000
Kia,Rio,2014,Usado,Gasolina,Blanco,Automática,No,Persona Natural,85200,5.0,33500000
Renault,Clio,2006,Usado,Gasolina,Azul,Mecánica,No,Persona Natural,123000,4.0,12990000
Chevrolet,Wagon R,2000,Usado,Gasolina,Dorado,Mecánica,No,Persona Natural,224000,5.0,10200000
Mazda,Mazda 6,2010,Usado,Gasolina,Blanco,Automática,No,Vendedor Profesional,66000,4.0,29000000
Chevrolet,Tracker,2018,Usado,Gasolina,Gris,Automática,Sí,Persona Natural,42000,5.0,55000000
Chevrolet,Aveo Emotion,2013,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,62000,5.0,23500000
Ford,Fiesta,2013,Usado,Gasolina,Rojo,Mecánica,No,Persona Natural,72000,5.0,25500000
Mazda,Mazda 2,2010,Usado,Gasolina,Blanco,Mecánica,No,Persona Natural,133000,5.0,25000000
Renault,Sandero,2019,Usado,Gasolina,Gris,Mecánica,Sí,Persona Natural,40000,5.0,30000000
Chevrolet,Spark GT,2016,Usado,Gasolina,Beige,Mecánica,No,Persona Natural,38400,4.0,26700000
Chevrolet,Aveo Emotion,2009,Usado,Gasolina,Gris,Mecánica,Sí,Persona Natural,85700,4.0,17500000
Mazda,3,2011,Usado,Gasolina,Otro,Automática,No,Persona Natural,115000,5.0,30500000
Toyota,Fortuner,2011,Usado,Gasolina,Gris,Automática,No,Persona Natural,150000,4.0,66000000
Renault,Twingo,2006,Usado,Gasolina,Azul,Mecánica,No,Persona Natural,162000,3.0,10800000
Suzuki,Vitara,2017,Usado,Gasolina,Blanco,Mecánica,Sí,Persona Natural,55600,5.0,52000000
DFM/DFSK,Yumsun,2012,Usado,Gasolina,Blanco,Mecánica,No,Persona Natural,73000,4.0,15000000
Chevrolet,Jimny,1999,Usado,Gasolina,Blanco,Mecánica,Sí,Persona Natural,243083,2.0,19500000
Otro,Blazer,1996,Usado,Gasolina,Beige,Automática,No,Persona Natural,182000,5.0,10900000
Kia,Sportage,2008,Usado,Diesel,Gris,Automática,No,Persona Natural,220000,5.0,23900000
Renault,Sandero,2015,Usado,Gasolina,Blanco,Mecánica,Sí,Persona Natural,72100,5.0,27700000
Daewoo,Racer,1995,Usado,Gasolina,Rojo,Mecánica,No,Persona Natural,283000,4.0,5500000
Chevrolet,Luv D-Max,2011,Usado,Diesel,Blanco,Mecánica,Sí,Persona Natural,156000,4.0,45000000
Hyundai,Accent,2008,Usado,Gasolina,Azul,Mecánica,No,Persona Natural,170000,4.0,17200000
Hyundai,Tucson ix-35,2015,Usado,Gasolina,Plateado,Automática,Sí,Persona Natural,76000,5.0,67000000
Renault,Sandero,2019,Usado,Gasolina,Gris,Mecánica,Sí,Persona Natural,11400,5.0,31200000
Ssangyong,Actyon,2011,Usado,Gasolina y Gas,Plateado,Mecánica,No,Persona Natural,89200,5.0,24000000
Chevrolet,Aveo,2009,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,101000,2.0,16600000
Ssangyong,Actyon,2016,Usado,Gasolina,Rojo,Automática,No,Persona Natural,50000,5.0,50000000
Renault,Symbol,2003,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,112500,4.0,10000000
Chevrolet,Sail,2017,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,50000,4.0,25900000
Chevrolet,Alto,2000,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,16000,4.0,8700000
Hyundai,i35,2013,Usado,Gasolina,Blanco,Mecánica,No,Persona Natural,39000,4.0,38500000
Mazda,2,2014,Usado,Gasolina,Blanco,Mecánica,No,Persona Natural,88000,4.0,26500000
Ford,Ecosport,2014,Usado,Gasolina,Blanco,Mecánica,No,Persona Natural,59081,5.0,42000000
Ford,Explorer,2017,Usado,Gasolina,Negro,Automática,No,Persona Natural,46200,5.0,97000000
Toyota,RAV4,2003,Usado,Gasolina,Plateado,Mecánica,No,Persona Natural,145000,4.0,25000000
Chevrolet,Corsa 2 Ptas.,1997,Usado,Gasolina,Vinotinto,Mecánica,No,Persona Natural,150000,2.0,7200000
Kia,Sportage,2016,Usado,Gasolina,Blanco,Automática,No,Persona Natural,68000,5.0,57000000
Chevrolet,Sail,2016,Usado,Gasolina y Gas,Blanco,Mecánica,Sí,Persona Natural,165000,5.0,20000000
Mazda,Mazda 6,2011,Usado,Gasolina,Plateado,Automática,No,Persona Natural,132000,5.0,31000000
Renault,Sandero Stepway,2014,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,66000,5.0,28500000
Mazda,Mazda 2,2017,Usado,Gasolina,Gris,Mecánica,Sí,Persona Natural,42000,5.0,45000000
Renault,Logan,2014,Usado,Gasolina y Gas,Rojo,Mecánica,No,Persona Natural,97000,5.0,21500000
Chevrolet,Spark,2012,Usado,Gasolina y Gas,Gris,Mecánica,Sí,Persona Natural,120000,4.0,14000000
Kia,Rio,2018,Usado,Gasolina,Blanco,Mecánica,Sí,Persona Natural,22000,4.0,43900000
Nissan,March,2020,Usado,Gasolina,Gris,Mecánica,Sí,Persona Natural,5100,4.0,35500000
Nissan,Frontier,2013,Usado,Diesel,Gris,Mecánica,No,Persona Natural,119000,4.0,42000000
Ford,F-100,1963,Usado,Gasolina,Rojo,Mecánica,No,Persona Natural,200000,2.0,20000000
Volkswagen,Amarok,2013,Usado,Diesel,Blanco,Mecánica,No,Persona Natural,180000,4.0,69000000
Chevrolet,Captiva,2014,Usado,Gasolina,Gris,Automática,Sí,Persona Natural,37600,5.0,41900000
Mazda,3,2008,Usado,Gasolina,Plateado,Mecánica,Sí,Vendedor Profesional,117423,4.0,21000000
Chevrolet,Spark,2009,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,124911,4.0,13000000
Chevrolet,Aveo,2009,Usado,Gasolina,Negro,Mecánica,No,Persona Natural,128000,5.0,14000000
Renault,Sandero Stepway,2011,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,90000,4.0,22000000
Chevrolet,Spark,2009,Usado,Gasolina,Negro,Mecánica,No,Persona Natural,83000,4.0,13000000
Renault,Duster,2016,Usado,Gasolina,Gris,Automática,Sí,Persona Natural,27000,5.0,41000000
Chevrolet,Sprint,1988,Usado,Gasolina,Blanco,Mecánica,No,Persona Natural,250000,4.0,4500000
Daewoo,Lanos,1998,Usado,Gasolina,Verde,Automática,No,Persona Natural,194000,4.0,9400000
Renault,Clio,2013,Usado,Gasolina,Gris,Mecánica,Sí,Persona Natural,130000,5.0,15500000
Renault,Clio,2014,Usado,Gasolina,Blanco,Mecánica,No,Persona Natural,69000,5.0,19200000
Kia,Rio,2019,Usado,Gasolina,Blanco,Automática,Sí,Vendedor Profesional,19000,4.0,45900000
Renault,Symbol,2004,Usado,Gasolina,Dorado,Mecánica,No,Persona Natural,179000,4.0,10500000
Hyundai,i10,2013,Usado,Gasolina,Azul,Mecánica,Sí,Persona Natural,99456,4.0,17500000
Hyundai,Accent,2007,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,215000,4.0,16200000
Subaru,Leone,1993,Usado,Gasolina,Rojo,Mecánica,No,Persona Natural,289000,5.0,8300000
Chevrolet,Super Carry,2004,Usado,Gasolina,Blanco,Mecánica,Sí,Persona Natural,160000,5.0,14000000
Chevrolet,Sonic,2013,Usado,Gasolina,Blanco,Automática,No,Persona Natural,79000,4.0,25000000
Renault,Twingo,2006,Usado,Gasolina,Azul,Mecánica,No,Persona Natural,114000,2.0,9300000
Kia,Cerato Pro,2015,Usado,Gasolina,Blanco,Mecánica,No,Persona Natural,85000,5.0,41500000
Chevrolet,Luv D-Max,2012,Usado,Diesel,Blanco,Mecánica,No,Persona Natural,180000,4.0,57000000
Toyota,Burbuja,1997,Usado,Gasolina,Azul,Mecánica,Sí,Persona Natural,185000,5.0,35000000
Hyundai,i35,2015,Usado,Gasolina,Plateado,Mecánica,No,Persona Natural,85600,5.0,55000000
Mitsubishi,Campero,1997,Usado,Gasolina,Vinotinto,Mecánica,Sí,Persona Natural,239000,2.0,20900000
Mercedes-Benz,Clase ML,1998,Usado,Gasolina,Blanco,Automática,No,Persona Natural,96000,5.0,22000000
Chevrolet,Spark,2011,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,80000,4.0,14000000
Kia,Rio,2013,Usado,Gasolina,Negro,Mecánica,No,Persona Natural,72000,5.0,29500000
Mazda,Matsuri,1994,Usado,Gasolina,Dorado,Mecánica,No,Persona Natural,186000,5.0,6000000
Chevrolet,Sail,2016,Usado,Gasolina,Plateado,Mecánica,Sí,Persona Natural,5700,5.0,27500000
Chevrolet,Sail,2016,Usado,Gasolina,Blanco,Mecánica,No,Persona Natural,98000,4.0,22000000
Chevrolet,Sail,2015,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,90000,5.0,23000000
Nissan,March,2015,Usado,Gasolina,Plateado,Mecánica,No,Persona Natural,65000,4.0,28300000
Mazda,3,2005,Usado,Gasolina,Beige,Mecánica,Sí,Persona Natural,18000,6.0,19500000
Chevrolet,Spark,2009,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,132000,5.0,11500000
Ford,Fiesta,2016,Usado,Gasolina,Blanco,Mecánica,No,Persona Natural,51800,5.0,33000000
Chevrolet,Corsa 4 Ptas.,2002,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,83500,4.0,11000000
Renault,Sandero,2019,Usado,Gasolina,Gris,Mecánica,Sí,Persona Natural,48000,5.0,31000000
Renault,Twingo,2007,Usado,Gasolina,Beige,Mecánica,No,Persona Natural,157000,3.0,11000000
Renault,Clio,2017,Usado,Gasolina,Blanco,Mecánica,Sí,Persona Natural,35000,5.0,24300000
Nissan,X-Trail,2009,Usado,Gasolina,Gris,Automática,No,Persona Natural,113866,5.0,34500000
Renault,Clio,2005,Usado,Gasolina,Gris,Mecánica,Sí,Persona Natural,113000,4.0,11800000
Hyundai,Getz,2010,Usado,Gasolina,Blanco,Mecánica,Sí,Persona Natural,74000,5.0,18500000
Chevrolet,Spark GT,2012,Usado,Gasolina,Negro,Mecánica,No,Persona Natural,109200,5.0,20500000
Renault,Kwid,2020,Usado,Gasolina,Anaranjado,Mecánica,Sí,Persona Natural,2967,5.0,35500000
Renault,Duster,2013,Usado,Gasolina,Blanco,Mecánica,No,Persona Natural,140000,5.0,30500000
Renault,Megane II,2006,Usado,Gasolina,Rojo,Mecánica,Sí,Persona Natural,150000,4.0,12900000
Chevrolet,Alto,2004,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,129000,5.0,10900000
Chevrolet,Sail,2015,Usado,Gasolina y Gas,Plateado,Mecánica,No,Persona Natural,83100,5.0,23500000
Chevrolet,Spark GT,2019,Usado,Gasolina,Blanco,Mecánica,Sí,Persona Natural,35000,5.0,34000000
Renault,Sandero Stepway,2020,Usado,Gasolina,Plateado,Mecánica,Sí,Persona Natural,12300,5.0,42000000
Hyundai,Santa Fe,2007,Usado,Gasolina y Gas,Azul,Automática,No,Persona Natural,124000,5.0,24000000
Chevrolet,Tracker,2017,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,39800,5.0,45000000
Ford,Ecosport,2016,Usado,Gasolina,Beige,Automática,No,Persona Natural,31000,5.0,44000000
Nissan,Versa,2018,Usado,Gasolina,Gris,Mecánica,Sí,Vendedor Profesional,35000,5.0,37500000
Chevrolet,Aveo,2010,Usado,Gasolina,Blanco,Mecánica,No,Persona Natural,142000,5.0,17500000
Renault,Sandero,2015,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,103000,4.0,23500000
Renault,Twingo,2006,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,174000,2.0,9500000
Chevrolet,Captiva,2016,Usado,Gasolina,Gris,Automática,Sí,Persona Natural,98000,5.0,43000000
Renault,Sandero,2015,Usado,Gasolina,Gris,Automática,No,Persona Natural,47000,5.0,27500000
Renault,Symbol,2008,Usado,Gasolina,Gris,Automática,No,Persona Natural,111000,5.0,13500000
Toyota,Fortuner,2019,Usado,Gasolina,Gris,Automática,No,Persona Natural,7700,5.0,110000000
Chevrolet,Dmax,2012,Usado,Diesel,Blanco,Mecánica,No,Persona Natural,155000,4.0,49000000
Honda,Civic,1995,Usado,Gasolina,Negro,Mecánica,No,Persona Natural,170000,4.0,6900000
Mazda,2,2011,Usado,Gasolina,Blanco,Mecánica,No,Persona Natural,116000,5.0,24000000
Kia,Sportage,2018,Usado,Gasolina,Gris,Automática,Sí,Persona Natural,20000,4.0,70000000
Renault,Logan,2016,Usado,Gasolina,Blanco,Mecánica,Sí,Persona Natural,64000,4.0,26800000
Chevrolet,Astra,2003,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,190000,4.0,12900000
Chevrolet,Dmax,2008,Usado,Diesel,Blanco,Mecánica,Sí,Persona Natural,174120,2.0,38000000
Chevrolet,Cruze,2012,Usado,Gasolina,Plateado,Automática,No,Persona Natural,74300,5.0,25000000
Mazda,Mazda 3,2017,Usado,Gasolina,Blanco,Automática,No,Persona Natural,35000,5.0,60000000
Chevrolet,Spark GT,2017,Usado,Gasolina,Vinotinto,Mecánica,Sí,Persona Natural,49000,5.0,26000000
Chevrolet,Tracker,2019,Usado,Gasolina,Blanco,Mecánica,Sí,Persona Natural,5800,5.0,58000000
Chevrolet,Spark,2005,Usado,Gasolina,Plateado,Mecánica,No,Persona Natural,86460,5.0,12600000
Citroen,DS3,2013,Usado,Gasolina,Blanco,Automática,Sí,Persona Natural,58300,2.0,33200000
Renault,Sandero,2020,Usado,Gasolina,Blanco,Mecánica,Sí,Persona Natural,6000,5.0,39500000
Renault,Twingo,2006,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,121400,3.0,10000000
Renault,Sandero,2013,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,93500,5.0,22500000
Hyundai,Elantra,2012,Usado,Gasolina,Negro,Mecánica,No,Persona Natural,58000,5.0,33700000
Renault,Duster,2017,Usado,Gasolina,Blanco,Mecánica,No,Persona Natural,98000,5.0,49000000
Mazda,Mazda 3,2011,Usado,Gasolina,Blanco,Mecánica,No,Persona Natural,106000,4.0,28000000
Mazda,3,2010,Usado,Gasolina,Blanco,Automática,No,Persona Natural,136000,4.0,24900000
Mazda,B-2200,1996,Usado,Gasolina,Vinotinto,Mecánica,No,Persona Natural,332500,2.0,16100000
Chevrolet,Dmax,2007,Usado,Diesel,Blanco,Automática,No,Persona Natural,332130,4.0,35000000
Chevrolet,Aveo,2014,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,25800,5.0,22500000
Renault,Twingo,2011,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,89000,3.0,13500000
Nissan,Almera,2008,Usado,Gasolina,Beige,Mecánica,No,Persona Natural,67000,5.0,16500000
Volkswagen,Crossfox,2014,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,97300,4.0,27500000
Chevrolet,Aveo,2009,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,100500,5.0,16500000
Chevrolet,Aveo Emotion,2009,Usado,Gasolina,Plateado,Mecánica,Sí,Persona Natural,100000,4.0,17800000
Kia,Carens,2012,Usado,Gasolina,Gris,Mecánica,Sí,Vendedor Profesional,225000,5.0,28000000
Renault,Logan,2019,Usado,Gasolina,Blanco,Mecánica,Sí,Persona Natural,44200,4.0,30000000
Chevrolet,Corsa 2 Ptas.,2006,Usado,Gasolina,Azul,Mecánica,No,Persona Natural,180000,3.0,9000000
Mazda,Mazda 2,2020,Usado,Gasolina,Blanco,Automática,Sí,Persona Natural,17500,5.0,57900000
Nissan,Murano,2018,Usado,Gasolina,Rojo,Automática Secuencial,Sí,Persona Natural,22064,5.0,110000000
Chevrolet,Aveo,2012,Usado,Gasolina,Negro,Mecánica,No,Persona Natural,71000,4.0,16500000
Suzuki,Alto,2017,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,200000,4.0,22500000
Chevrolet,Sail,2018,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,21393,5.0,28900000
Toyota,Hilux,1993,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,391000,4.0,17000000
Hyundai,Tucson ix-35,2014,Usado,Diesel,Gris,Automática Secuencial,No,Persona Natural,120000,5.0,46900000
Renault,Logan,2016,Usado,Gasolina,Gris,Mecánica,Sí,Persona Natural,28000,4.0,24800000
Renault,Sandero,2013,Usado,Gasolina,Gris,Mecánica,Sí,Persona Natural,93000,5.0,22000000
Chevrolet,Chevette,2007,Usado,Gasolina,Azul,Mecánica,Sí,Persona Natural,118400,5.0,14000000
Mitsubishi,Otros Modelos,1998,Usado,Gasolina,Rojo,Mecánica,Sí,Persona Natural,114500,3.0,19000000
Chevrolet,Sail,2018,Usado,Gasolina,Plateado,Mecánica,Sí,Persona Natural,23000,5.0,28900000
Kia,Picanto,2013,Usado,Gasolina,Negro,Mecánica,No,Persona Natural,90000,5.0,15000000
Toyota,Hilux,2014,Usado,Diesel,Blanco,Mecánica,Sí,Persona Natural,120284,4.0,72000000
Chevrolet,Aveo,2011,Usado,Gasolina,Blanco,Mecánica,No,Persona Natural,129000,5.0,20000000
Chevrolet,Tracker,2019,Usado,Gasolina,Plateado,Mecánica,Sí,Persona Natural,9400,5.0,55000000
Renault,Symbol,2007,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,151000,5.0,12800000
Chevrolet,Sail,2016,Usado,Gasolina,Blanco,Mecánica,No,Persona Natural,43000,5.0,24500000
Chevrolet,Spark GT,2016,Usado,Gasolina,Negro,Mecánica,No,Persona Natural,67000,5.0,25900000
Chevrolet,Sail,2017,Usado,Gasolina,Blanco,Mecánica,No,Persona Natural,70000,4.0,24900000
Chevrolet,Spark,2014,Usado,Gasolina,Blanco,Mecánica,No,Persona Natural,84000,5.0,23300000
Kia,Sportage,2011,Usado,Gasolina,Gris,Automática,No,Persona Natural,79000,5.0,51000000
Chevrolet,Sail,2016,Usado,Gasolina,Plateado,Mecánica,No,Persona Natural,98000,4.0,23500000
Renault,Logan,2012,Usado,Gasolina,Dorado,Mecánica,No,Persona Natural,120800,5.0,18900000
Renault,Sandero,2015,Usado,Gasolina,Beige,Automática,No,Persona Natural,34800,5.0,27500000
Chevrolet,Aveo Emotion,2012,Usado,Gasolina,Blanco,Mecánica,No,Persona Natural,108600,3.0,20500000
Chevrolet,Aveo Emotion,2011,Usado,Gasolina,Blanco,Mecánica,No,Persona Natural,93000,4.0,20000000
Hyundai,Accent,1997,Usado,Gasolina,Blanco,Mecánica,No,Persona Natural,12000,4.0,6000000
Renault,Clio,2003,Usado,Gasolina,Gris,Automática,No,Persona Natural,230000,4.0,10000000
Chevrolet,N300,2013,Usado,Gasolina,Blanco,Mecánica,No,Persona Natural,180000,5.0,23000000
Chevrolet,Tracker,2014,Usado,Gasolina,Vinotinto,Mecánica,No,Persona Natural,36925,5.0,40000000
Chevrolet,Corsa 2 Ptas.,2004,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,230000,3.0,10500000
Mazda,Mazda 2,2020,Usado,Gasolina,Blanco,Mecánica,Sí,Persona Natural,10000,5.0,54000000
Mazda,Mazda 3,2007,Usado,Gasolina,Blanco,Mecánica,No,Persona Natural,168802,5.0,17500000
Renault,Logan,2017,Usado,Gasolina,Gris,Mecánica,Sí,Persona Natural,30700,4.0,34000000
Renault,Twingo,2003,Usado,Gasolina,Azul,Mecánica,No,Persona Natural,158000,3.0,9300000
Hyundai,Santa Fe,2014,Usado,Gasolina,Negro,Automática Secuencial,Sí,Persona Natural,35000,5.0,64500000
Renault,Symbol,2006,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,104850,4.0,13500000
Toyota,Corolla,2019,Usado,Gasolina,Blanco,Automática,Sí,Vendedor Profesional,3000,5.0,65500000
Chevrolet,Dmax,2011,Usado,Diesel,Gris,Mecánica,Sí,Persona Natural,248000,2.0,42000000
Ford,Escape,2013,Usado,Gasolina,Gris,Automática,No,Persona Natural,64000,5.0,43000000
Chevrolet,Optra,2007,Usado,Gasolina,Plateado,Mecánica,No,Persona Natural,125000,5.0,15800000
Volkswagen,Voyage,2018,Usado,Gasolina,Gris,Mecánica,Sí,Persona Natural,11000,5.0,34900000
Kia,Picanto,2014,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,98000,5.0,22000000
Volkswagen,Jetta,2008,Usado,Gasolina,Negro,Mecánica,No,Persona Natural,89900,5.0,21000000
Renault,Sandero,2020,Usado,Gasolina,Gris,Mecánica,Sí,Persona Natural,17000,5.0,36000000
Renault,Logan,2013,Usado,Gasolina,Gris,Mecánica,Sí,Persona Natural,95500,4.0,19000000
Chevrolet,Aveo,2006,Usado,Gasolina y Gas,Azul,Mecánica,No,Persona Natural,155000,5.0,11800000
Ford,Fiesta,2011,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,87000,4.0,25000000
Mazda,Mazda 5,2020,Usado,Gasolina,Blanco,Automática,Sí,Persona Natural,8000,4.0,110000000
Chevrolet,Swift,1998,Usado,Gasolina,Blanco,Mecánica,No,Persona Natural,10000,5.0,5500000
Renault,Sandero,2013,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,75000,4.0,22500000
BMW,M1,2015,Usado,Gasolina,Plateado,Automática Secuencial,Sí,Persona Natural,46646,4.0,75000000
Renault,Duster,2014,Usado,Gasolina y Gas,Blanco,Mecánica,No,Persona Natural,141000,5.0,36000000
Volkswagen,Gol,2014,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,87000,5.0,24000000
Renault,Sandero,2016,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,78000,4.0,25900000
Kia,Rio,2013,Usado,Gasolina,Azul,Automática,No,Persona Natural,92000,5.0,30000000
Renault,Clio,2005,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,202000,5.0,12000000
Mazda,323,1987,Usado,Gasolina,Vinotinto,Mecánica,No,Persona Natural,400000,4.0,4900000
Renault,Clio,2004,Usado,Gasolina,Gris,Mecánica,Sí,Persona Natural,253000,5.0,10000000
Ford,Escape,2013,Usado,Gasolina,Gris,Automática Secuencial,No,Persona Natural,97000,5.0,44000000
Chevrolet,Luv,1987,Usado,Gasolina,Rojo,Mecánica,No,Vendedor Profesional,500000,2.0,12000000
Mazda,626,2001,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,220000,5.0,12200000
Kia,New Sportage,2016,Usado,Gasolina,Negro,Automática,No,Persona Natural,81000,5.0,60000000
Chevrolet,Corsa 4 Ptas.,2002,Usado,Gasolina,Verde,Mecánica,No,Persona Natural,127000,4.0,9500000
Mazda,2,2019,Usado,Gasolina,Gris,Automática Secuencial,Sí,Persona Natural,7500,5.0,50000000
Toyota,Hilux,2019,Usado,Diesel,Blanco,Mecánica,Sí,Vendedor Profesional,19000,4.0,157000000
Renault,Clio,2006,Usado,Gasolina,Azul,Mecánica,Sí,Persona Natural,84000,4.0,14000000
Renault,Sandero Stepway,2012,Usado,Gasolina,Blanco,Mecánica,Sí,Persona Natural,103000,5.0,23500000
Hyundai,Accent,2009,Usado,Gasolina,Azul,Mecánica,No,Persona Natural,205000,4.0,17500000
Renault,Sandero,2019,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,70000,5.0,27500000
Ford,Fiesta,2013,Usado,Gasolina,Gris,Mecánica,Sí,Persona Natural,79999,5.0,27500000
Chevrolet,Chevy,2007,Usado,Gasolina,Azul,Mecánica,No,Persona Natural,80000,4.0,12500000
Volkswagen,Golf,1995,Usado,Gasolina,Blanco,Mecánica,No,Persona Natural,245000,5.0,6000000
Mazda,2,2014,Usado,Gasolina,Gris,Automática,No,Persona Natural,106000,5.0,30000000
Hyundai,Accent,2008,Usado,Gasolina,Azul,Mecánica,No,Persona Natural,175000,4.0,16200000
Chevrolet,Luv D-Max,2011,Usado,Diesel,Blanco,Mecánica,No,Persona Natural,209000,4.0,40000000
Kia,Cerato,2011,Usado,Gasolina,Otro,Mecánica,No,Persona Natural,134000,5.0,27500000
Chevrolet,Captiva,2015,Usado,Gasolina,Blanco,Automática,Sí,Persona Natural,60000,5.0,44500000
Chevrolet,Aveo,2011,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,94360,4.0,17300000
Mercedes-Benz,Clase E,1985,Usado,Gasolina,Verde,Mecánica,No,Persona Natural,178000,4.0,17000000
Hyundai,Tucson,2011,Usado,Gasolina,Vinotinto,Mecánica,No,Persona Natural,82000,4.0,38000000
Mazda,3,2010,Usado,Gasolina,Negro,Mecánica,No,Persona Natural,89000,5.0,21500000
Chevrolet,Aveo,2008,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,120000,2.0,14900000
Kia,Sportage,2016,Usado,Gasolina,Blanco,Automática,No,Persona Natural,68000,5.0,58000000
Kia,New Sportage,2018,Usado,Gasolina,Gris,Automática,Sí,Persona Natural,20000,5.0,95000000
Chevrolet,Spark GT,2013,Usado,Gasolina,Plateado,Mecánica,No,Persona Natural,100000,5.0,21500000
Kia,Sportage,2015,Usado,Gasolina,Gris,Automática,Sí,Persona Natural,30000,4.0,72000000
Kia,Picanto,2017,Usado,Gasolina,Plateado,Mecánica,No,Persona Natural,44000,5.0,27000000
Chevrolet,Spark,2010,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,110000,4.0,15000000
Renault,Symbol,2003,Usado,Gasolina,Beige,Mecánica,Sí,Persona Natural,260000,5.0,8800000
Chevrolet,Aveo,2010,Usado,Gasolina,Blanco,Mecánica,No,Persona Natural,225000,5.0,15000000
Chevrolet,Optra,2007,Usado,Gasolina,Gris,Automática,No,Persona Natural,160000,4.0,16000000
Renault,Logan,2011,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,103000,4.0,17700000
Chevrolet,Aveo,2007,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,128000,3.0,14500000
Mazda,BT-50,2012,Usado,Diesel,Gris,Mecánica,No,Persona Natural,84920,4.0,42000000
Chevrolet,Aveo,2009,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,98800,4.0,16500000
Chevrolet,Aveo,2008,Usado,Gasolina,Vinotinto,Mecánica,No,Persona Natural,131000,4.0,16850000
Renault,Twingo,2007,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,177300,2.0,10300000
Honda,CR-V,2005,Usado,Gasolina,Gris,Automática,Sí,Persona Natural,210000,5.0,23000000
Renault,Symbol,2004,Usado,Gasolina,Gris,Mecánica,Sí,Persona Natural,146000,4.0,11500000
Chevrolet,Spark GT,2012,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,94000,4.0,21000000
